cowcode	iso3166	country_ID	country_name	abbr_country	year	n_instdepth	n_policy	n_fiscauto	n_borrowauto	n_rep	n_lawmaking	n_execcon	n_fisccon	n_borrowcon	n_constit	n_selfrule	n_sharedrule	n_RAI
339	8	1	Albania	ALB	2010	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
339	8	1	Albania	ALB	2011	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
339	8	1	Albania	ALB	2012	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
339	8	1	Albania	ALB	2013	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
339	8	1	Albania	ALB	2014	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
339	8	1	Albania	ALB	2015	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
339	8	1	Albania	ALB	2016	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
900	36	2	Australia	AUS	1950	3.0	3.9	2.0	1.0	3.9	1.5	2.0	1.0	2.0	2.9	13.7	9.3	22.9
900	36	2	Australia	AUS	1951	3.0	3.9	2.0	1.0	3.9	1.5	2.0	1.0	2.0	2.9	13.7	9.3	22.9
900	36	2	Australia	AUS	1952	3.0	3.9	2.0	1.0	3.9	1.5	2.0	1.0	2.0	2.9	13.7	9.3	22.9
900	36	2	Australia	AUS	1953	3.0	3.9	2.0	1.0	3.9	1.5	2.0	1.0	2.0	2.9	13.7	9.3	22.9
900	36	2	Australia	AUS	1954	3.0	3.9	2.0	1.0	3.9	1.5	2.0	1.0	2.0	2.9	13.7	9.3	22.9
900	36	2	Australia	AUS	1955	3.0	3.9	2.0	1.0	3.9	1.5	2.0	1.0	2.0	2.9	13.7	9.3	22.9
900	36	2	Australia	AUS	1956	3.0	3.9	2.0	1.0	3.9	1.5	2.0	1.0	2.0	2.9	13.7	9.3	22.9
900	36	2	Australia	AUS	1957	3.0	3.9	2.0	1.0	3.9	1.5	2.0	1.0	2.0	2.9	13.7	9.3	22.9
900	36	2	Australia	AUS	1958	3.0	3.9	2.0	1.0	3.9	1.5	2.0	1.0	2.0	2.9	13.7	9.3	22.9
900	36	2	Australia	AUS	1959	3.0	3.9	2.0	1.0	3.9	1.5	2.0	1.0	2.0	2.9	13.7	9.3	22.9
900	36	2	Australia	AUS	1960	3.0	3.9	2.0	1.0	3.9	1.5	2.0	1.0	2.0	2.9	13.7	9.3	23.0
900	36	2	Australia	AUS	1961	3.0	3.9	2.0	1.0	3.9	1.5	2.0	1.0	2.0	2.9	13.7	9.3	23.0
900	36	2	Australia	AUS	1962	3.0	3.9	2.0	1.0	3.9	1.5	2.0	1.0	2.0	2.9	13.7	9.3	23.0
900	36	2	Australia	AUS	1963	3.0	3.9	2.0	1.0	3.9	1.5	2.0	1.0	2.0	2.9	13.7	9.3	23.0
900	36	2	Australia	AUS	1964	3.0	3.9	2.0	1.0	3.9	1.5	2.0	1.0	2.0	2.9	13.7	9.3	23.0
900	36	2	Australia	AUS	1965	3.0	3.9	2.0	1.0	4.0	1.5	2.0	1.0	2.0	2.9	13.7	9.3	23.0
900	36	2	Australia	AUS	1966	3.0	3.9	2.0	1.0	4.0	1.5	2.0	1.0	2.0	2.9	13.7	9.3	23.0
900	36	2	Australia	AUS	1967	3.0	3.9	2.0	1.0	4.0	1.5	2.0	1.0	2.0	2.9	13.7	9.3	23.0
900	36	2	Australia	AUS	1968	3.0	3.9	2.0	1.0	4.0	1.5	2.0	1.0	2.0	2.9	13.7	9.3	23.0
900	36	2	Australia	AUS	1969	3.0	3.9	2.0	1.0	4.0	1.5	2.0	1.0	2.0	2.9	13.7	9.3	23.0
900	36	2	Australia	AUS	1970	3.0	3.9	2.0	1.0	4.0	1.5	2.0	1.0	2.0	2.9	13.7	9.3	23.0
900	36	2	Australia	AUS	1971	3.0	3.9	2.0	1.0	4.0	1.5	2.0	1.0	2.0	2.9	13.7	9.3	23.0
900	36	2	Australia	AUS	1972	3.0	3.9	2.0	1.0	4.0	1.5	2.0	1.0	2.0	2.9	13.7	9.3	23.0
900	36	2	Australia	AUS	1973	3.0	3.9	2.0	1.0	4.0	1.5	2.0	1.0	2.0	2.9	13.7	9.3	23.0
900	36	2	Australia	AUS	1974	3.0	3.9	2.0	1.0	4.0	1.5	2.0	1.0	2.0	2.9	13.7	9.3	23.0
900	36	2	Australia	AUS	1975	3.0	3.9	2.0	1.0	4.0	1.5	2.0	1.0	2.0	3.0	13.7	9.3	23.0
900	36	2	Australia	AUS	1976	3.0	3.9	2.0	1.0	4.0	1.5	2.0	1.0	2.0	3.0	13.7	9.3	23.0
900	36	2	Australia	AUS	1977	3.0	3.9	2.0	1.0	4.0	1.5	2.0	1.0	2.0	3.0	13.7	9.3	23.0
900	36	2	Australia	AUS	1978	3.0	3.9	2.0	1.0	4.0	1.5	2.0	1.0	2.0	3.0	13.8	9.4	23.3
900	36	2	Australia	AUS	1979	3.0	3.9	2.0	1.0	4.0	1.5	2.0	1.0	2.0	3.0	13.8	9.4	23.3
900	36	2	Australia	AUS	1980	3.0	3.9	2.0	1.0	4.0	1.5	2.0	1.0	2.0	3.0	13.8	9.4	23.3
900	36	2	Australia	AUS	1981	3.0	3.9	2.0	1.0	4.0	1.5	2.0	1.0	2.0	3.0	13.8	9.4	23.3
900	36	2	Australia	AUS	1982	3.0	3.9	2.0	1.0	4.0	1.5	2.0	1.0	2.0	3.0	13.8	9.4	23.3
900	36	2	Australia	AUS	1983	3.0	3.9	2.0	1.0	4.0	1.5	2.0	1.0	2.0	3.0	13.8	9.4	23.3
900	36	2	Australia	AUS	1984	3.0	3.9	2.0	3.0	4.0	1.5	2.0	1.0	0.0	3.0	15.8	7.5	23.3
900	36	2	Australia	AUS	1985	3.0	3.9	2.0	3.0	4.0	1.5	2.0	1.0	0.0	3.0	15.8	7.5	23.3
900	36	2	Australia	AUS	1986	3.0	3.9	2.0	3.0	4.0	1.5	2.0	1.0	0.0	3.0	15.8	7.5	23.3
900	36	2	Australia	AUS	1987	3.0	3.9	2.0	3.0	4.0	1.5	2.0	1.0	0.0	3.0	15.8	7.5	23.3
900	36	2	Australia	AUS	1988	3.0	3.9	2.0	3.0	4.0	1.5	2.0	1.0	0.0	3.0	15.8	7.5	23.3
900	36	2	Australia	AUS	1989	3.0	4.0	2.0	3.0	4.0	1.5	2.0	1.0	0.0	3.0	16.0	7.5	23.5
900	36	2	Australia	AUS	1990	3.0	4.0	2.0	3.0	4.0	1.5	2.0	1.0	0.0	3.0	16.0	7.5	23.5
900	36	2	Australia	AUS	1991	3.0	4.0	2.0	3.0	4.0	1.5	2.0	1.0	0.0	3.0	16.0	7.5	23.5
900	36	2	Australia	AUS	1992	3.0	4.0	2.0	3.0	4.0	1.5	2.0	1.0	0.0	3.0	16.0	7.5	23.5
900	36	2	Australia	AUS	1993	3.0	4.0	2.0	3.0	4.0	1.5	2.0	1.0	0.0	3.0	16.0	7.5	23.5
900	36	2	Australia	AUS	1994	3.0	4.0	2.0	3.0	4.0	1.5	2.0	1.0	0.0	3.0	16.0	7.5	23.5
900	36	2	Australia	AUS	1995	3.0	4.0	2.0	2.0	4.0	1.5	2.0	1.0	2.0	3.0	15.0	9.5	24.5
900	36	2	Australia	AUS	1996	3.0	4.0	2.0	2.0	4.0	1.5	2.0	1.0	2.0	3.0	15.0	9.5	24.5
900	36	2	Australia	AUS	1997	3.0	4.0	2.0	2.0	4.0	1.5	2.0	1.0	2.0	3.0	15.0	9.5	24.5
900	36	2	Australia	AUS	1998	3.0	4.0	2.0	2.0	4.0	1.5	2.0	1.0	2.0	3.0	15.0	9.5	24.5
900	36	2	Australia	AUS	1999	3.0	4.0	2.0	2.0	4.0	1.5	2.0	2.0	2.0	3.0	15.0	10.5	25.5
900	36	2	Australia	AUS	2000	3.0	4.0	2.0	2.0	4.0	1.5	2.0	2.0	2.0	3.0	15.0	10.5	25.5
900	36	2	Australia	AUS	2001	3.0	4.0	2.0	2.0	4.0	1.5	2.0	2.0	2.0	3.0	15.0	10.5	25.5
900	36	2	Australia	AUS	2002	3.0	4.0	2.0	2.0	4.0	1.5	2.0	2.0	2.0	3.0	15.0	10.5	25.5
900	36	2	Australia	AUS	2003	3.0	4.0	2.0	2.0	4.0	1.5	2.0	2.0	2.0	3.0	15.0	10.5	25.5
900	36	2	Australia	AUS	2004	3.0	4.0	2.0	2.0	4.0	1.5	2.0	2.0	2.0	3.0	15.0	10.5	25.5
900	36	2	Australia	AUS	2005	3.0	4.0	2.0	2.0	4.0	1.5	2.0	2.0	2.0	3.0	15.0	10.5	25.5
900	36	2	Australia	AUS	2006	3.0	4.0	2.0	2.0	4.0	1.5	2.0	2.0	2.0	3.0	15.0	10.5	25.5
900	36	2	Australia	AUS	2007	3.0	4.0	2.0	2.0	4.0	1.5	2.0	2.0	2.0	3.0	15.0	10.5	25.5
900	36	2	Australia	AUS	2008	3.0	4.0	2.0	2.0	4.0	1.5	2.0	2.0	2.0	3.0	15.0	10.5	25.5
900	36	2	Australia	AUS	2009	3.0	4.0	2.0	2.0	4.0	1.5	2.0	2.0	2.0	3.0	15.0	10.5	25.5
900	36	2	Australia	AUS	2010	3.0	4.0	2.0	2.0	4.0	1.5	2.0	2.0	2.0	3.0	15.0	10.5	25.5
900	36	2	Australia	AUS	2011	3.0	4.0	2.0	2.0	4.0	1.5	2.0	2.0	2.0	3.0	15.0	10.5	25.5
900	36	2	Australia	AUS	2012	3.0	4.0	2.0	2.0	4.0	1.5	2.0	2.0	2.0	3.0	15.0	10.5	25.5
900	36	2	Australia	AUS	2013	3.0	4.0	2.0	2.0	4.0	1.5	2.0	2.0	2.0	3.0	15.0	10.5	25.5
900	36	2	Australia	AUS	2014	3.0	4.0	2.0	2.0	4.0	1.5	2.0	2.0	2.0	3.0	15.0	10.5	25.5
900	36	2	Australia	AUS	2015	3.0	4.0	2.0	2.0	4.0	1.5	2.0	2.0	2.0	3.0	15.0	10.5	25.5
900	36	2	Australia	AUS	2016	3.0	4.0	2.0	2.0	4.0	1.5	2.0	2.0	2.0	3.0	15.0	10.5	25.5
305	40	3	Austria	AUT	1955	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1956	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1957	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1958	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1959	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1960	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1961	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1962	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1963	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1964	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1965	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1966	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1967	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1968	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1969	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1970	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1971	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1972	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1973	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1974	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1975	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1976	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1977	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1978	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1979	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1980	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1981	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1982	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1983	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	15.0	6.0	21.0
305	40	3	Austria	AUT	1984	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	4.0	15.0	8.0	23.0
305	40	3	Austria	AUT	1985	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	4.0	15.0	8.0	23.0
305	40	3	Austria	AUT	1986	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	4.0	15.0	8.0	23.0
305	40	3	Austria	AUT	1987	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	4.0	15.0	8.0	23.0
305	40	3	Austria	AUT	1988	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	4.0	15.0	8.0	23.0
305	40	3	Austria	AUT	1989	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	4.0	15.0	8.0	23.0
305	40	3	Austria	AUT	1990	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	4.0	15.0	8.0	23.0
305	40	3	Austria	AUT	1991	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	4.0	15.0	8.0	23.0
305	40	3	Austria	AUT	1992	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	4.0	15.0	8.0	23.0
305	40	3	Austria	AUT	1993	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	4.0	15.0	8.0	23.0
305	40	3	Austria	AUT	1994	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	4.0	15.0	8.0	23.0
305	40	3	Austria	AUT	1995	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	4.0	15.0	8.0	23.0
305	40	3	Austria	AUT	1996	3.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	4.0	15.0	8.0	23.0
305	40	3	Austria	AUT	1997	3.0	3.0	2.0	2.0	4.0	1.0	1.0	1.0	1.0	4.0	14.0	8.0	22.0
305	40	3	Austria	AUT	1998	3.0	3.0	2.0	2.0	4.0	1.0	1.0	1.0	1.0	4.0	14.0	8.0	22.0
305	40	3	Austria	AUT	1999	3.0	3.0	2.0	2.0	4.0	1.0	1.0	1.0	1.0	4.0	14.0	8.0	22.0
305	40	3	Austria	AUT	2000	3.0	3.0	2.0	2.0	4.0	1.0	1.0	1.0	1.0	4.0	14.0	8.0	22.0
305	40	3	Austria	AUT	2001	3.0	3.0	2.0	2.0	4.0	1.0	1.0	1.0	1.0	4.0	14.0	8.0	22.0
305	40	3	Austria	AUT	2002	3.0	3.0	2.0	2.0	4.0	1.0	1.0	1.0	2.0	4.0	14.0	9.0	23.0
305	40	3	Austria	AUT	2003	3.0	3.0	2.0	2.0	4.0	1.0	1.0	1.0	2.0	4.0	14.0	9.0	23.0
305	40	3	Austria	AUT	2004	3.0	3.0	2.0	2.0	4.0	1.0	1.0	1.0	2.0	4.0	14.0	9.0	23.0
305	40	3	Austria	AUT	2005	3.0	3.0	2.0	2.0	4.0	1.0	1.0	1.0	2.0	4.0	14.0	9.0	23.0
305	40	3	Austria	AUT	2006	3.0	3.0	2.0	2.0	4.0	1.0	1.0	1.0	2.0	4.0	14.0	9.0	23.0
305	40	3	Austria	AUT	2007	3.0	3.0	2.0	2.0	4.0	1.0	1.0	1.0	2.0	4.0	14.0	9.0	23.0
305	40	3	Austria	AUT	2008	3.0	3.0	2.0	2.0	4.0	1.0	1.0	1.0	2.0	4.0	14.0	9.0	23.0
305	40	3	Austria	AUT	2009	3.0	3.0	2.0	2.0	4.0	1.0	1.0	1.0	2.0	4.0	14.0	9.0	23.0
305	40	3	Austria	AUT	2010	3.0	3.0	2.0	2.0	4.0	1.0	1.0	1.0	2.0	4.0	14.0	9.0	23.0
305	40	3	Austria	AUT	2011	3.0	3.0	2.0	2.0	4.0	1.0	1.0	1.0	2.0	4.0	14.0	9.0	23.0
305	40	3	Austria	AUT	2012	3.0	3.0	2.0	2.0	4.0	1.0	1.0	1.0	2.0	4.0	14.0	9.0	23.0
305	40	3	Austria	AUT	2013	3.0	3.0	2.0	2.0	4.0	1.0	1.0	1.0	2.0	4.0	14.0	9.0	23.0
305	40	3	Austria	AUT	2014	3.0	3.0	2.0	2.0	4.0	1.0	1.0	1.0	2.0	4.0	14.0	9.0	23.0
305	40	3	Austria	AUT	2015	3.0	3.0	2.0	2.0	4.0	1.0	1.0	1.0	2.0	4.0	14.0	9.0	23.0
305	40	3	Austria	AUT	2016	3.0	3.0	2.0	2.0	4.0	1.0	1.0	1.0	2.0	4.0	14.0	9.0	23.0
211	56	4	Belgium	BEL	1950	2.0	2.0	2.0	1.0	3.0	1.0	0.0	1.0	0.0	4.0	10.0	6.0	16.0
211	56	4	Belgium	BEL	1951	2.0	2.0	2.0	1.0	3.0	1.0	0.0	1.0	0.0	4.0	10.0	6.0	16.0
211	56	4	Belgium	BEL	1952	2.0	2.0	2.0	1.0	3.0	1.0	0.0	1.0	0.0	4.0	10.0	6.0	16.0
211	56	4	Belgium	BEL	1953	2.0	2.0	2.0	1.0	3.0	1.0	0.0	1.0	0.0	4.0	10.0	6.0	16.0
211	56	4	Belgium	BEL	1954	2.0	2.0	2.0	1.0	3.0	1.0	0.0	1.0	0.0	4.0	10.0	6.0	16.0
211	56	4	Belgium	BEL	1955	2.0	2.0	2.0	1.0	3.0	1.0	0.0	1.0	0.0	4.0	10.0	6.0	16.0
211	56	4	Belgium	BEL	1956	2.0	2.0	2.0	1.0	3.0	1.0	0.0	1.0	0.0	4.0	10.0	6.0	16.0
211	56	4	Belgium	BEL	1957	2.0	2.0	2.0	1.0	3.0	1.0	0.0	1.0	0.0	4.0	10.0	6.0	16.0
211	56	4	Belgium	BEL	1958	2.0	2.0	2.0	1.0	3.0	1.0	0.0	1.0	0.0	4.0	10.0	6.0	16.0
211	56	4	Belgium	BEL	1959	2.0	2.0	2.0	1.0	3.0	1.0	0.0	1.0	0.0	4.0	10.0	6.0	16.0
211	56	4	Belgium	BEL	1960	2.0	2.0	2.0	1.0	3.0	1.0	0.0	1.0	0.0	4.0	10.0	6.0	16.0
211	56	4	Belgium	BEL	1961	2.0	2.0	2.0	1.0	3.0	1.0	0.0	1.0	0.0	4.0	10.0	6.0	16.0
211	56	4	Belgium	BEL	1962	2.0	2.0	2.0	1.0	3.0	1.0	0.0	1.0	0.0	4.0	10.0	6.0	16.0
211	56	4	Belgium	BEL	1963	2.0	2.0	2.0	1.0	3.0	1.0	0.0	1.0	0.0	4.0	10.0	6.0	16.0
211	56	4	Belgium	BEL	1964	2.0	2.0	2.0	1.0	3.0	1.0	0.0	1.0	0.0	4.0	10.0	6.0	16.0
211	56	4	Belgium	BEL	1965	2.0	2.0	2.0	1.0	3.0	1.0	0.0	1.0	0.0	4.0	10.0	6.0	16.0
211	56	4	Belgium	BEL	1966	2.0	2.0	2.0	1.0	3.0	1.0	0.0	1.0	0.0	4.0	10.0	6.0	16.0
211	56	4	Belgium	BEL	1967	2.0	2.0	2.0	1.0	3.0	1.0	0.0	1.0	0.0	4.0	10.0	6.0	16.0
211	56	4	Belgium	BEL	1968	2.0	2.0	2.0	1.0	3.0	1.0	0.0	1.0	0.0	4.0	10.0	6.0	16.0
211	56	4	Belgium	BEL	1969	2.0	2.0	2.0	1.0	3.0	1.0	0.0	1.0	0.0	4.0	10.0	6.0	16.0
211	56	4	Belgium	BEL	1970	4.0	3.0	2.0	1.0	4.0	1.0	0.0	3.0	0.0	8.0	14.0	12.0	26.0
211	56	4	Belgium	BEL	1971	4.2	3.1	2.1	1.1	4.3	1.0	0.0	3.0	0.0	8.0	14.8	12.0	26.8
211	56	4	Belgium	BEL	1972	4.2	3.1	2.1	1.1	4.3	1.0	0.0	3.0	0.0	8.0	14.8	12.0	26.8
211	56	4	Belgium	BEL	1973	4.2	3.1	2.1	1.1	4.3	1.0	0.0	3.0	0.0	8.0	14.8	12.0	26.8
211	56	4	Belgium	BEL	1974	4.2	3.1	2.1	1.1	4.3	1.0	0.0	3.0	0.0	8.0	14.8	12.0	26.8
211	56	4	Belgium	BEL	1975	4.2	3.1	2.1	1.1	4.3	1.0	0.0	3.0	0.0	8.0	14.8	12.0	26.8
211	56	4	Belgium	BEL	1976	4.2	3.1	2.1	1.1	4.3	1.0	0.0	3.0	0.0	8.0	14.8	12.0	26.8
211	56	4	Belgium	BEL	1977	4.2	3.1	2.1	1.1	4.3	1.0	0.0	3.0	0.0	8.0	14.8	12.0	26.8
211	56	4	Belgium	BEL	1978	4.2	3.1	2.1	1.1	4.3	1.0	0.0	3.0	0.0	8.0	14.8	12.0	26.8
211	56	4	Belgium	BEL	1979	4.2	3.1	2.1	1.1	4.3	1.0	0.0	3.0	0.0	8.0	14.8	12.0	26.8
211	56	4	Belgium	BEL	1980	4.2	4.1	2.1	1.1	6.3	1.0	0.0	3.0	0.0	8.0	17.8	12.0	29.8
211	56	4	Belgium	BEL	1981	4.2	4.1	2.1	1.1	6.3	1.0	0.0	3.0	0.0	8.0	17.8	12.0	29.8
211	56	4	Belgium	BEL	1982	4.2	4.1	2.1	1.1	6.3	1.0	0.0	3.0	0.0	8.0	17.8	12.0	29.8
211	56	4	Belgium	BEL	1983	4.2	4.1	2.1	1.1	6.3	1.0	0.0	3.0	0.0	8.0	17.8	12.0	29.8
211	56	4	Belgium	BEL	1984	4.2	4.1	2.1	1.1	6.3	1.0	0.0	3.0	0.0	8.0	17.9	12.0	29.9
211	56	4	Belgium	BEL	1985	4.2	4.1	2.1	1.1	6.3	1.0	0.0	3.0	0.0	8.0	17.9	12.0	29.9
211	56	4	Belgium	BEL	1986	4.2	4.1	2.1	1.1	6.3	1.0	0.0	3.0	0.0	8.0	17.9	12.0	29.9
211	56	4	Belgium	BEL	1987	4.2	4.1	2.1	1.1	6.3	1.0	0.0	3.0	0.0	8.0	17.9	12.0	29.9
211	56	4	Belgium	BEL	1988	4.2	4.1	2.1	1.1	6.3	1.0	0.0	3.0	0.0	8.0	17.9	12.0	29.9
211	56	4	Belgium	BEL	1989	5.2	4.2	4.2	2.1	6.4	1.0	2.2	3.2	1.1	8.4	22.2	15.9	38.1
211	56	4	Belgium	BEL	1990	5.2	4.2	4.2	2.1	6.4	1.0	2.2	3.2	1.1	8.4	22.2	15.9	38.1
211	56	4	Belgium	BEL	1991	5.2	4.2	4.2	2.1	6.4	1.0	2.2	3.2	1.1	8.4	22.2	15.9	38.1
211	56	4	Belgium	BEL	1992	5.2	4.2	4.3	2.1	6.4	1.0	2.2	3.2	1.1	8.4	22.3	15.9	38.2
211	56	4	Belgium	BEL	1993	5.2	4.2	4.3	2.1	6.4	1.0	2.2	3.2	1.1	8.4	22.3	15.9	38.2
